,ContainerName,ContainerId,Containers,Well Index,Name,Aliquot ID,Volume,incubation_temp,AccuRapid-Ecoli-Extract-Mix:MasterMix,AccuRapid-Ecoli-Extract-Mix:Volume,AccuRapid-Ecoli-Extract-Mix:Kind,AccuRapid-Master-Mix:MasterMix,AccuRapid-Master-Mix:Volume,AccuRapid-Master-Mix:Kind,source,Activity-Assay-Master-Mix:LigandMix,Activity-Assay-Master-Mix:Volume,Activity-Assay-Master-Mix:Kind,PCR-H2O:Water,PCR-H2O:Volume,PCR-H2O:Kind,DataName,DataType,DataOperation,DataAnalysisTool,Datasets,Refname,Well,Fluorescence,Container ID,Aliquot Name,Aliquot Volume (ul),GAIN,Dataid,Datawarp_id,Datacreated_at,Datadata_type,Datainstruction_id,Datametadata,Dataattachments,Datatitle,Datadeleted_at,Datarun_id,Datauploaded_by,Dataanalysis_tool,Dataanalysis_tool_version,Datais_analysis,DataTimepoint,read_num,excitation_nm,emission_nm,timestamp,minutes
10,Row:0-ct1gqm8jpspq6qc-ProteinActivity-Plate,ct1gqmqwkzbf5qp,Container(Row:0-ct1gqm8jpspq6qc-ProteinActivity-Plate),77,ProteinActivityReaction,aq1gqmyn8jyu848,100.0,32.5:celsius,rs1f47z2uft2kyv,20:microliter,Protein,rs1f47z3qb2zdga,40:microliter,Protein,ct1gqhsrvpjd9pb:5,rs1fbyyzjd6ptbz,90:microliter,LigandMix,,,,Row:0-ct1gqm8jpspq6qc-ProteinActivity-Plate-Read[20 minute]-ex[372 nanometer]-em[445 nanometer],platereader,fluorescence,,<transcriptic.jupyter.dataset.Dataset object at 0x16CFE640>,Row:0-ct1gqm8jpspq6qc-ProteinActivity-Plate,G6,349.4495329247952,ct1gqmqwkzbf5qp,ProteinActivityReaction,100.0,0.2509803921568627,d13uyj7kt43r7h,w13uygzf6amzb2,2022-02-15T16:57:52.113-08:00,platereader,i1gqmqwkdqnpna,{},[],,,,,,,False,2022-02-15T16:57:52.191-08:00,20,372,445,2022-02-15 16:57:52.191000-08:00,25
11,Row:0-ct1gqm8jpspq6qc-ProteinActivity-Plate,ct1gqmqwkzbf5qp,Container(Row:0-ct1gqm8jpspq6qc-ProteinActivity-Plate),77,ProteinActivityReaction,aq1gqmyn8jyu848,100.0,32.5:celsius,rs1f47z2uft2kyv,20:microliter,Protein,rs1f47z3qb2zdga,40:microliter,Protein,ct1gqhsrvpjd9pb:5,rs1fbyyzjd6ptbz,90:microliter,LigandMix,,,,Row:0-ct1gqm8jpspq6qc-ProteinActivity-Plate-Read[22 minute]-ex[372 nanometer]-em[445 nanometer],platereader,fluorescence,,<transcriptic.jupyter.dataset.Dataset object at 0x16CFE700>,Row:0-ct1gqm8jpspq6qc-ProteinActivity-Plate,G6,349.648858560237,ct1gqmqwkzbf5qp,ProteinActivityReaction,100.0,0.2509803921568627,d13uyj8b7ack2a,w13uygzf6amzb6,2022-02-15T17:00:23.744-08:00,platereader,i1gqmqwkdzr9pj,{},[],,,,,,,False,2022-02-15T17:00:23.818-08:00,22,372,445,2022-02-15 17:00:23.818000-08:00,27
12,Row:0-ct1gqm8jpspq6qc-ProteinActivity-Plate,ct1gqmqwkzbf5qp,Container(Row:0-ct1gqm8jpspq6qc-ProteinActivity-Plate),77,ProteinActivityReaction,aq1gqmyn8jyu848,100.0,32.5:celsius,rs1f47z2uft2kyv,20:microliter,Protein,rs1f47z3qb2zdga,40:microliter,Protein,ct1gqhsrvpjd9pb:5,rs1fbyyzjd6ptbz,90:microliter,LigandMix,,,,Row:0-ct1gqm8jpspq6qc-ProteinActivity-Plate-Read[24 minute]-ex[372 nanometer]-em[445 nanometer],platereader,fluorescence,,<transcriptic.jupyter.dataset.Dataset object at 0x16CFEA00>,Row:0-ct1gqm8jpspq6qc-ProteinActivity-Plate,G6,355.8558631833611,ct1gqmqwkzbf5qp,ProteinActivityReaction,100.0,0.2509803921568627,d13uyj92k27fhp,w13uygzf6amzba,2022-02-15T17:02:55.272-08:00,platereader,i1gqmqwkeatuqt,{},[],,,,,,,False,2022-02-15T17:02:55.347-08:00,24,372,445,2022-02-15 17:02:55.347000-08:00,30
13,Row:0-ct1gqm8jpspq6qc-ProteinActivity-Plate,ct1gqmqwkzbf5qp,Container(Row:0-ct1gqm8jpspq6qc-ProteinActivity-Plate),77,ProteinActivityReaction,aq1gqmyn8jyu848,100.0,32.5:celsius,rs1f47z2uft2kyv,20:microliter,Protein,rs1f47z3qb2zdga,40:microliter,Protein,ct1gqhsrvpjd9pb:5,rs1fbyyzjd6ptbz,90:microliter,LigandMix,,,,Row:0-ct1gqm8jpspq6qc-ProteinActivity-Plate-Read[26 minute]-ex[372 nanometer]-em[445 nanometer],platereader,fluorescence,,<transcriptic.jupyter.dataset.Dataset object at 0x16CFE760>,Row:0-ct1gqm8jpspq6qc-ProteinActivity-Plate,G6,358.20344401265885,ct1gqmqwkzbf5qp,ProteinActivityReaction,100.0,0.2509803921568627,d13uyj9rwyvjxc,w13uygzf6asdp7,2022-02-15T17:05:26.630-08:00,platereader,i1gqmqwkeggucy,{},[],,,,,,,False,2022-02-15T17:05:26.706-08:00,26,372,445,2022-02-15 17:05:26.706000-08:00,32
14,Row:0-ct1gqm8jpspq6qc-ProteinActivity-Plate,ct1gqmqwkzbf5qp,Container(Row:0-ct1gqm8jpspq6qc-ProteinActivity-Plate),77,ProteinActivityReaction,aq1gqmyn8jyu848,100.0,32.5:celsius,rs1f47z2uft2kyv,20:microliter,Protein,rs1f47z3qb2zdga,40:microliter,Protein,ct1gqhsrvpjd9pb:5,rs1fbyyzjd6ptbz,90:microliter,LigandMix,,,,Row:0-ct1gqm8jpspq6qc-ProteinActivity-Plate-Read[28 minute]-ex[372 nanometer]-em[445 nanometer],platereader,fluorescence,,<transcriptic.jupyter.dataset.Dataset object at 0x16CFE4A8>,Row:0-ct1gqm8jpspq6qc-ProteinActivity-Plate,G6,363.0798525196136,ct1gqmqwkzbf5qp,ProteinActivityReaction,100.0,0.2509803921568627,d13uyjagag79pw,w13uygzf6asdpb,2022-02-15T17:07:58.105-08:00,platereader,i1gqmqwkerf8a7,{},[],,,,,,,False,2022-02-15T17:07:58.182-08:00,28,372,445,2022-02-15 17:07:58.182000-08:00,35
15,Row:0-ct1gqm8jpspq6qc-ProteinActivity-Plate,ct1gqmqwkzbf5qp,Container(Row:0-ct1gqm8jpspq6qc-ProteinActivity-Plate),77,ProteinActivityReaction,aq1gqmyn8jyu848,100.0,32.5:celsius,rs1f47z2uft2kyv,20:microliter,Protein,rs1f47z3qb2zdga,40:microliter,Protein,ct1gqhsrvpjd9pb:5,rs1fbyyzjd6ptbz,90:microliter,LigandMix,,,,Row:0-ct1gqm8jpspq6qc-ProteinActivity-Plate-Read[30 minute]-ex[372 nanometer]-em[445 nanometer],platereader,fluorescence,,<transcriptic.jupyter.dataset.Dataset object at 0x16CFEF58>,Row:0-ct1gqm8jpspq6qc-ProteinActivity-Plate,G6,363.3725385433143,ct1gqmqwkzbf5qp,ProteinActivityReaction,100.0,0.2509803921568627,d13uyjb7ndr6yj,w13uygzf6asdpf,2022-02-15T17:10:29.455-08:00,platereader,i1gqmqwkf2htbf,{},[],,,,,,,False,2022-02-15T17:10:29.530-08:00,30,372,445,2022-02-15 17:10:29.530000-08:00,37
16,Row:0-ct1gqm8jpspq6qc-ProteinActivity-Plate,ct1gqmqwkzbf5qp,Container(Row:0-ct1gqm8jpspq6qc-ProteinActivity-Plate),77,ProteinActivityReaction,aq1gqmyn8jyu848,100.0,32.5:celsius,rs1f47z2uft2kyv,20:microliter,Protein,rs1f47z3qb2zdga,40:microliter,Protein,ct1gqhsrvpjd9pb:5,rs1fbyyzjd6ptbz,90:microliter,LigandMix,,,,Row:0-ct1gqm8jpspq6qc-ProteinActivity-Plate-Read[32 minute]-ex[372 nanometer]-em[445 nanometer],platereader,fluorescence,,<transcriptic.jupyter.dataset.Dataset object at 0x16CFE340>,Row:0-ct1gqm8jpspq6qc-ProteinActivity-Plate,G6,368.45790173335706,ct1gqmqwkzbf5qp,ProteinActivityReaction,100.0,0.2509803921568627,d13uyjbx24zfwe,w13uygzf6asdpk,2022-02-15T17:13:00.979-08:00,platereader,i1gqmqwkfbmdcq,{},[],,,,,,,False,2022-02-15T17:13:01.057-08:00,32,372,445,2022-02-15 17:13:01.057000-08:00,40
17,Row:0-ct1gqm8jpspq6qc-ProteinActivity-Plate,ct1gqmqwkzbf5qp,Container(Row:0-ct1gqm8jpspq6qc-ProteinActivity-Plate),77,ProteinActivityReaction,aq1gqmyn8jyu848,100.0,32.5:celsius,rs1f47z2uft2kyv,20:microliter,Protein,rs1f47z3qb2zdga,40:microliter,Protein,ct1gqhsrvpjd9pb:5,rs1fbyyzjd6ptbz,90:microliter,LigandMix,,,,Row:0-ct1gqm8jpspq6qc-ProteinActivity-Plate-Read[34 minute]-ex[372 nanometer]-em[445 nanometer],platereader,fluorescence,,<transcriptic.jupyter.dataset.Dataset object at 0x16CFE058>,Row:0-ct1gqm8jpspq6qc-ProteinActivity-Plate,G6,367.9509452825996,ct1gqmqwkzbf5qp,ProteinActivityReaction,100.0,0.2509803921568627,d13uyjcndycxdn,w13uygzf6asdpq,2022-02-15T17:15:32.532-08:00,platereader,i1gqmqwkfmpydy,{},[],,,,,,,False,2022-02-15T17:15:32.610-08:00,34,372,445,2022-02-15 17:15:32.610000-08:00,42
18,Row:0-ct1gqm8jpspq6qc-ProteinActivity-Plate,ct1gqmqwkzbf5qp,Container(Row:0-ct1gqm8jpspq6qc-ProteinActivity-Plate),77,ProteinActivityReaction,aq1gqmyn8jyu848,100.0,32.5:celsius,rs1f47z2uft2kyv,20:microliter,Protein,rs1f47z3qb2zdga,40:microliter,Protein,ct1gqhsrvpjd9pb:5,rs1fbyyzjd6ptbz,90:microliter,LigandMix,,,,Row:0-ct1gqm8jpspq6qc-ProteinActivity-Plate-Read[36 minute]-ex[372 nanometer]-em[445 nanometer],platereader,fluorescence,,<transcriptic.jupyter.dataset.Dataset object at 0x16CFE118>,Row:0-ct1gqm8jpspq6qc-ProteinActivity-Plate,G6,369.0624265711688,ct1gqmqwkzbf5qp,ProteinActivityReaction,100.0,0.2509803921568627,d13uyjdcstkkqc,w13uygzf6asdpu,2022-02-15T17:18:04.083-08:00,platereader,i1gqmqwkg3bbyc,{},[],,,,,,,False,2022-02-15T17:18:04.158-08:00,36,372,445,2022-02-15 17:18:04.158000-08:00,45
19,Row:0-ct1gqm8jpspq6qc-ProteinActivity-Plate,ct1gqmqwkzbf5qp,Container(Row:0-ct1gqm8jpspq6qc-ProteinActivity-Plate),77,ProteinActivityReaction,aq1gqmyn8jyu848,100.0,32.5:celsius,rs1f47z2uft2kyv,20:microliter,Protein,rs1f47z3qb2zdga,40:microliter,Protein,ct1gqhsrvpjd9pb:5,rs1fbyyzjd6ptbz,90:microliter,LigandMix,,,,Row:0-ct1gqm8jpspq6qc-ProteinActivity-Plate-Read[38 minute]-ex[372 nanometer]-em[445 nanometer],platereader,fluorescence,,<transcriptic.jupyter.dataset.Dataset object at 0x15F37838>,Row:0-ct1gqm8jpspq6qc-ProteinActivity-Plate,G6,374.6900376348463,ct1gqmqwkzbf5qp,ProteinActivityReaction,100.0,0.2509803921568627,d13uyje46a2gbr,w13uygzf6asdpy,2022-02-15T17:20:35.553-08:00,platereader,i1gqmqwkgcdwzm,{},[],,,,,,,False,2022-02-15T17:20:35.629-08:00,38,372,445,2022-02-15 17:20:35.629000-08:00,47
20,Row:0-ct1gqm8jpspq6qc-ProteinActivity-Plate,ct1gqmqwkzbf5qp,Container(Row:0-ct1gqm8jpspq6qc-ProteinActivity-Plate),77,ProteinActivityReaction,aq1gqmyn8jyu848,100.0,32.5:celsius,rs1f47z2uft2kyv,20:microliter,Protein,rs1f47z3qb2zdga,40:microliter,Protein,ct1gqhsrvpjd9pb:5,rs1fbyyzjd6ptbz,90:microliter,LigandMix,,,,Row:0-ct1gqm8jpspq6qc-ProteinActivity-Plate-Read[40 minute]-ex[372 nanometer]-em[445 nanometer],platereader,fluorescence,,<transcriptic.jupyter.dataset.Dataset object at 0x15F372B0>,Row:0-ct1gqm8jpspq6qc-ProteinActivity-Plate,G6,372.8199013804554,ct1gqmqwkzbf5qp,ProteinActivityReaction,100.0,0.2509803921568627,d13uyjetj7u69j,w13uygzf6asdq4,2022-02-15T17:23:07.123-08:00,platereader,i1gqmqwkgngh2v,{},[],,,,,,,False,2022-02-15T17:23:07.201-08:00,40,372,445,2022-02-15 17:23:07.201000-08:00,50
21,Row:0-ct1gqm8jpspq6qc-ProteinActivity-Plate,ct1gqmqwkzbf5qp,Container(Row:0-ct1gqm8jpspq6qc-ProteinActivity-Plate),77,ProteinActivityReaction,aq1gqmyn8jyu848,100.0,32.5:celsius,rs1f47z2uft2kyv,20:microliter,Protein,rs1f47z3qb2zdga,40:microliter,Protein,ct1gqhsrvpjd9pb:5,rs1fbyyzjd6ptbz,90:microliter,LigandMix,,,,Row:0-ct1gqm8jpspq6qc-ProteinActivity-Plate-Read[44 minute]-ex[372 nanometer]-em[445 nanometer],platereader,fluorescence,,<transcriptic.jupyter.dataset.Dataset object at 0x15F37F88>,Row:0-ct1gqm8jpspq6qc-ProteinActivity-Plate,G6,377.2401040362748,ct1gqmqwkzbf5qp,ProteinActivityReaction,100.0,0.2509803921568627,d13uyjg98rjzsq,w13uygzf6asdqc,2022-02-15T17:28:09.756-08:00,platereader,i1gqmqwkh8np5d,{},[],,,,,,,False,2022-02-15T17:28:09.830-08:00,44,372,445,2022-02-15 17:28:09.830000-08:00,55
22,Row:0-ct1gqm8jpspq6qc-ProteinActivity-Plate,ct1gqmqwkzbf5qp,Container(Row:0-ct1gqm8jpspq6qc-ProteinActivity-Plate),77,ProteinActivityReaction,aq1gqmyn8jyu848,100.0,32.5:celsius,rs1f47z2uft2kyv,20:microliter,Protein,rs1f47z3qb2zdga,40:microliter,Protein,ct1gqhsrvpjd9pb:5,rs1fbyyzjd6ptbz,90:microliter,LigandMix,,,,Row:0-ct1gqm8jpspq6qc-ProteinActivity-Plate-Read[42 minute]-ex[372 nanometer]-em[445 nanometer],platereader,fluorescence,,<transcriptic.jupyter.dataset.Dataset object at 0x15F37F40>,Row:0-ct1gqm8jpspq6qc-ProteinActivity-Plate,G6,369.1675006192964,ct1gqmqwkzbf5qp,ProteinActivityReaction,100.0,0.2509803921568627,d13uyjfhw7h3e5,w13uygzf6asdq8,2022-02-15T17:25:38.488-08:00,platereader,i1gqmqwkgxk445,{},[],,,,,,,False,2022-02-15T17:25:38.564-08:00,42,372,445,2022-02-15 17:25:38.564000-08:00,53
23,Row:0-ct1gqm8jpspq6qc-ProteinActivity-Plate,ct1gqmqwkzbf5qp,Container(Row:0-ct1gqm8jpspq6qc-ProteinActivity-Plate),77,ProteinActivityReaction,aq1gqmyn8jyu848,100.0,32.5:celsius,rs1f47z2uft2kyv,20:microliter,Protein,rs1f47z3qb2zdga,40:microliter,Protein,ct1gqhsrvpjd9pb:5,rs1fbyyzjd6ptbz,90:microliter,LigandMix,,,,Row:0-ct1gqm8jpspq6qc-ProteinActivity-Plate-Read[52 minute]-ex[372 nanometer]-em[445 nanometer],platereader,fluorescence,,<transcriptic.jupyter.dataset.Dataset object at 0x15F37B68>,Row:0-ct1gqm8jpspq6qc-ProteinActivity-Plate,G6,388.6238065568809,ct1gqmqwkzbf5qp,ProteinActivityReaction,100.0,0.2509803921568627,d13uyjk5nqfpwq,w13uygzf6awt3h,2022-02-15T17:38:15.217-08:00,platereader,i1gqmqwkjdyzae,{},[],,,,,,,False,2022-02-15T17:38:15.295-08:00,52,372,445,2022-02-15 17:38:15.295000-08:00,65
